,text,sentiment,clean_message
517,"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1,receiv order well within ship timefram everyth good work order overal excit sourc
518,The phone is sturdy and waterproof.,1,phone sturdi waterproof
519,I am not impressed with this and i would not recommend this item to anyone.,0,impress would recommend item anyon
520,My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0,complaint standard sound volum littl low even turn 5of 5
521,Thanks again to Amazon for having the things I need for a good price!,1,thank amazon thing need good price
522,I ended up sliding it on the edge of my pants or back pockets instead.,1,end slide edg pant back pocket instead
523,I had to go to a store and bought a new NOKIA phone which is working great.,1,go store bought new nokia phone work great
524,Works great!.,1,work great
525,REALLY UGLY.,0,realli ugli
526,"horrible, had to switch 3 times.",0,horribl switch 3 time
527,The noise shield is incrediable.,1,nois shield incredi
528,No real improvement.,0,real improv
529,Razr Battery - Good buy.,1,razr batteri good buy
530,Keep up the good work Amazon!!,1,keep good work amazon
531,They refuse to refund or replace.,0,refus refund replac
532,Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0,unfortun easi accident activ gentletouch button accident touch phone face listen
533,So I basically threw my money out the window for nothing.,0,basic threw money window noth
534,Great case and price!,1,great case price
535,All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0,take one drop 6 inch kitchen counter crackedi impress laugh
536,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1,bluetooth rang good day ago leav phone trunk get call carri convers without hitch
537,"Small, sleek, impressive looking, practical setup with ample storage in place.",1,small sleek impress look practic setup ampl storag place
538,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1,eargel channel sound directli ear seem increas sound volum clariti
539,none of the new ones have ever quite worked properly.,0,none new one ever quit work properli
540,I am glad I purchased it.,1,glad purchas
541,I've missed numerous calls because of this reason.,0,ive miss numer call reason
542,"Perhaps my phone is defective, but people cannot hear me when I use this.",0,perhap phone defect peopl hear use
543,Don't buy this product.,0,dont buy product
544,"sucked, most of the stuff does not work with my phone.",0,suck stuff work phone
545,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,shift bubbl peel even scratch nothingi couldnt happi new one droid
546,Worst software ever used.... If I could give this zero stars I would.,0,bad softwar ever use could give zero star would
547,Trying to make a call on these is an exercise in frustration.,0,tri make call exercis frustrat
548,The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0,case flimsi piec plastic front side protect whatsoev
549,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,jabra earset happi sound qualiti especi outgo well
550,"I love the camera, it's really pretty good quality.",1,love camera realli pretti good qualiti
551,Thank you for such great service.,1,thank great servic
552,Its a total package.,1,total packag
553,"The seller is very understanding and patient, I would definitely buy from them again.",1,seller understand patient would definit buy
554,I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0,give wirefli 1 stari contact cingularatt inform practic
555,It's AGGRAVATING!,0,aggrav
556,Great product for the price!.,1,great product price
557,"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1,purchas famili friend enjoy clariti eas use
558,Virgin Wireless rocks and so does this cheap little phone!,1,virgin wireless rock cheap littl phone
559,"None of it works, just don't buy it.",0,none work dont buy
560,"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,muddi low qualiti sound case around wire insert poorli super glue slid
561,Please dont waste your money.,0,pleas dont wast money
562,"All in all, I'm quite satisfied with this purchase.",1,im quit satisfi purchas
563,"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0,look good qualiti motorola headset keep look isnt
564,Yet Plantronincs continues to use the same flawed charger design.,0,yet plantroninc continu use flaw charger design
565,Disapointing Results.,0,disapoint result
566,Cumbersome design.,0,cumbersom design
567,"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,great new packag nice work good problem come less time expect
568,Great Product.,1,great product
569,It's A PIECE OF CRAP!,0,piec crap
570,"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0,experi terribl fourth bluetooth headset much comfort last jabra hat
571,This fixes all the problems.,1,fix problem
572,Worst ever.,0,worst ever
573,I am very happy,1,happi
574,"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1,ive troubl access internet download rington perform function
575,"I can barely ever hear on it and am constantly saying ""what?""",0,bare ever hear constantli say
576,The battery life is highly unacceptable.,0,batteri life highli unaccept
577,That company is a joke.,0,compani joke
578,It does everything the description said it would.,1,everyth descript say would
579,Due to this happening on every call I was forced to stop using this headset.,0,due happen everi call forc stop use headset
580,"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1,work great car charger especi plug two adapt time
581,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0,verizon tech support walk procedur none work end hard reset wipe data
582,"Voice Quality, Signal Strength, Dropped Calls.",0,voic qualiti signal strength drop call
583,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1,play louder speaker size price low would think qualiti lack howev
584,Better than expected.,1,well expect
585,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0,feel poorli construct menu difficult navig button recess difficult push
586,Battery is holding up well.,1,batteri hold well
587,Also difficult to put on.I'd recommend avoiding this product.,0,also difficult put onid recommend avoid product
