,text
2869,"Just really good.. So far, probably the best BT headset I have ever had."
2870,Works fine.
2871,I received my headset in good time and was happy with it.
2872,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.
2873,My sister has one also and she loves it.
2874,Good Quality.
2875,This is by far the worst purchase I've made on Amazon.
2876,Excellent dual-purpose headset.
2877,Excellent!.
2878,Does not work for listening to music with the cingular 8125.
2879,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside."
2880,"The bottowm line...another worthless, cheap gimmick from Sprint."
2881,Having trouble with volume.
2882,The only good thing was that it fits comfortably on small ears.
2883,WARNING - DO NOT BUY!!.
2884,"I am pairing this with my iphone, and I could not be happier with it so far."
2885,"When it opens, the battery connection is broken and the device is turned off."
2886,"I didn't want the clip going over the top of my ear, causing discomfort."
2887,Best headset ever!!!.
2888,Don't trust their website and don't expect any helpful support.
2889,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.
2890,The speaker is of low quality so as making the ring tones sound very cheap.
2891,"Fits comfortably, came with three sizes of earbud tips."
2892,Excellent product for the price.
2893,Bad Reception.
2894,This product is very High quality Chinese CRAP!!!!!!
2895,It was quite comfortable in the ear.
2896,Great phone.
2897,Don't buy this product - It fails!.
2898,Everything about this product is wrong.First
2899,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.
2900,"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts."
2901,Terrible phone holder.
2902,The cutouts and buttons are placed perfectly.
2903,I love being able to use one headset for both by land-line and cell.
2904,Problem is that the ear loops are made of weak material and break easily.
2905,Not nearly as good looking as the AMAZON picture makes it look.
2906,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product."
2907,How stupid is that?
2908,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting."
2909,Seller shipped quickly and much cheaper than the competitors.
2910,"Good show, Samsung."
2911,So I bought about 10 of these and saved alot of money.
2912,It always cuts out and makes a beep beep beep sound then says signal failed.
2913,Couldn't figure it out
2914,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it."
2915,So I had to take the battery out of the phone put it all back together and then restart it.
2916,"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop."
2917,Leopard Print is wonderfully wild!.
2918,Works for me.
2919,"Saggy, floppy piece of junk."
2920,much better than the hard plastic cases.
2921,It also had a new problem.
2922,Happy so far!.
2923,cool phone.
2924,Works good.
2925,Motorola finally got the voice quality of a bluetooth headset right.
2926,It looses connection to the phone even when it is within a couple feet between the two.
2927,"but it is great, i would really recommend it"
2928,Makes it easier to keep up with my bluetooth when I'm not wearing it.
2929,As I said above....PRETTY USELESS!
2930,Never got it!!!!!
2931,This pair of headphones is the worst that I have ever had sound-wise.
2932,[...] down the drain because of a weak snap!
2933,Does not charge the Cingular (ATT) 8525 phone.
2934,"You get extra minutes so that you can carry out the call and not get cut off."""
2935,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls."
2936,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.
2937,The headset fulfills my requirements so I am happy with my purchase.
2938,Logitech Bluetooth Headset is a 10!.
2939,"I like the fact that it rests lightly against your ear, rather than inside."
2940,A lot of websites have been rating this a very good phone and so do I.
2941,I have tried these cables with my computer and my iPod and it works just fine.
2942,"The mic there is a joke, and the volume is quite low."
2943,I'm returning them.
2944,I does not maintain a connection with the computer while it is on my lap.
2945,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.
2946,I have had mine for about a year and this Christmas I bought some for the rest of the family.
2947,"Otherwise, easy to install and use, clear sound."
2948,nice leather.
2949,I had to purchase a different case.
2950,It is a joy to use.
2951,Very much disappointed with this company.
2952,Very satisifed with that.
2953,It didn't charge for me.
2954,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!
2955,Buttons are too small.
2956,Just reading on the specs alone makes you say WOW.
2957,Love it.. Great armband.
2958,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.
2959,"However, the keypads are so tinny that I sometimes reach the wrong buttons."
2960,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.
2961,I was very impressed with the price of the cases.
2962,Also makes it easier to hold on to.
2963,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!"
2964,It's pretty easy.
2965,I cannot make calls at certain places.
2966,"however, my girl was complain that some time the phone doesn't wake up like normal phone does."
2967,Beautiful styling though.
2968,This company charge me a restocking fee and still not given me my refund back.
2969,I'm trying to return it for a refund.
2970,I plugged it in only to find out not a darn thing worked.
2971,Excellent product.
2972,Earbud piece breaks easily.
2973,Lousy product.
2974,This phone tries very hard to do everything but fails at it's very ability to be a phone.
2975,It is the best charger I have seen on the market yet.
2976,SWEETEST PHONE!!!
2977,":-)Oh, the charger seems to work fine."
2978,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.
